mtime,AB,AD,AG,AM,BJ,BR,CF,CK,CM,CV,CX,DE,EP,F,FI,FP,FR,GK,GR,HQ,HT,HV,IY,J,JQ,JS,KP,LT,LV,LY,MT,OT,QX,RY,SU
2021-11-07T01:15,7908933,7480393,9242142,8172968,5573319,7032682,6136069,7621525,7229001,7011303,9331671,7424882,6994525,7316988,6963210,7983067,6739577,7522555,7008997,5996635,7325153,9338099,8138160,6781137,6826504,9180946,8492434,7077312,7229584,6937167,7427850,5975778,6255082,7892049,9273820
2021-11-07T01:20,6929717,6760237,6965128,7405673,6613674,7854956,7643572,7687244,7079149,8110624,7255273,5851624,8314396,7708750,8054125,7237826,5902264,7779617,8875104,7536047,7541878,8726436,7406017,8668483,5618196,7036033,7317959,6858773,5692922,5933449,7637322,6123644,6566449,9821595,7199540
2021-11-07T01:25,7965150,6716001,7003424,7250364,7605683,6593131,6932232,8233930,6466045,5570378,7009210,7976046,8692485,5282249,8738520,9185958,8471245,8006759,8297391,8925861,8329547,7054934,6421051,7008177,7276840,6293072,8141225,8156780,8181421,7804504,8929342,7164892,6085913,7695005,7312584
2021-11-07T01:30,10512289,9843359,7598948,5883907,7755390,7407012,6862800,6903602,7053570,8977767,6019681,5674240,6890096,8586833,6420953,6832552,6914127,7892528,7312354,7460476,6186425,6484829,5949969,5273763,8306891,6563073,10016069,5518656,7966871,8102748,5726611,8037250,7647125,8938168,6754175
2021-11-07T01:35,5922300,9798596,7861484,7042520,9106830,7807002,6230546,7899251,7073304,8062194,8235161,7274559,6453137,8401754,6661316,7172888,7898757,7220888,7098267,7590856,9340950,8266403,6475770,7526043,6798197,7944443,7631271,7607646,6743562,6528298,7182977,7794291,7726737,7505744,7132088
2021-11-07T01:40,7162601,6419829,6765330,7790336,7527125,5987825,6964087,5548650,6874800,7466683,6376942,8616997,7589771,8065474,7324452,6977573,6409995,9047740,10072311,7130318,7731548,4458496,8781074,7017534,6721397,7334858,8717710,6949514,6472915,7846671,7522817,6807587,5897579,7196626,6196596
2021-11-07T01:45,7647781,7023111,8702679,8734011,6662338,6635680,7531174,7583998,7185020,8718887,7958595,6971285,4657363,7712366,7832351,6137422,6168832,6846987,5823926,7802268,7660893,7469865,8955172,8461944,6897062,7590901,4998863,8360855,7728142,7454849,8764264,9026070,8238531,9815626,6759575
2021-11-07T01:50,6858145,8257834,5490104,5741680,9176432,8288606,6813480,7364002,7555216,8626807,8363962,6098125,7212898,7417695,6422416,8833254,8157776,8161114,8607876,8317999,7049210,7409095,7446557,8512730,7996965,6478708,5300036,6441455,7354549,9087374,6712219,7421638,8239784,6558425,5776809
2021-11-07T01:55,7906831,7660627,7114924,8236235,7735870,7836042,8971519,6742601,6517225,6389810,7780281,6713874,6585015,7715538,7760008,9267544,6106406,7747837,7674376,6434207,7146585,6183035,6184298,7909062,7494369,7776872,8428668,8481958,8881772,7631322,7066511,9424355,6285758,9362061,6580654
2021-11-07T02:00,6587619,8591968,6524927,8154923,6127850,7193144,8138189,7181837,6541880,6237599,9092427,9213562,8573651,7532635,7241895,6563772,9132057,7245351,7288641,6772803,8750061,6103957,8389577,7048111,5761537,8930933,8114407,7092753,6128085,7468591,5990202,8428599,7613566,9629649,7229867
2021-11-07T02:05,7785534,6334233,6020058,5952137,7817966,7104134,7437077,5947972,6608685,8071913,7572208,8681217,5389355,8658078,6434340,7020349,8059194,8693133,7129763,5895710,7238888,6674718,6863869,5945670,7167604,6825117,6689674,7502724,8358050,6193597,6394632,6369270,6528930,6401125,7243973
2021-11-07T02:10,6820960,5813927,8812083,8459204,7106836,7921328,6388153,5608135,7731224,7681968,7628922,5165305,5848176,7128838,7622171,7795350,8685332,8370395,8212026,7592450,6688454,7617348,8881589,7265986,8576539,6139989,6825206,6775822,9119034,7425909,5367673,6934650,6939356,7413758,7811331
2021-11-07T02:15,7526142,7383125,7836723,6285941,7694956,8578374,5547175,9216804,8871581,6317548,5906252,7728477,8008255,6149057,7412792,6361975,6620419,6225391,5754557,7067840,6520592,6381643,6212761,7879744,8505259,5718629,8672001,7329249,7675504,6984433,8384949,6655884,9303556,7534512,8666854
2021-11-07T02:20,6951046,6142261,7604231,6021089,7348870,5313800,7101735,7775886,5928868,7065992,7772806,8556280,6930317,7293671,7435272,8406250,8581477,8577355,8171640,7502119,4545288,8022543,7817118,7388808,6435669,7580124,7819988,8613547,8059940,7876234,7445326,8523492,6207797,8401225,7748024
2021-11-07T02:25,9519434,7187100,6582792,6856260,6647191,7084854,7388559,6861052,7983549,6952587,7828353,6738477,7169612,7737574,7081931,5555156,7072842,6015974,8635402,8860850,6390709,8450062,8087226,6739832,9198763,6165911,7302840,7928065,7695050,7978757,6965520,9365915,6803940,7671693,6447117
2021-11-07T02:30,9126308,6660629,8176204,8754952,5853703,4983675,8178909,6020407,8407354,9393891,6534672,5974236,7620048,7196683,6579040,6303539,7162539,8095146,7190238,7840392,7698622,6825204,7529978,6173738,7617396,7852335,9352042,9107055,7138988,6861670,6752118,6586989,7172795,6610541,7873665
2021-11-07T02:35,8002897,8178084,6349071,8530956,5091185,6912107,7006590,7138550,6860177,6106941,8686205,8245921,6202176,7482103,7035916,6898891,6425173,9113046,9135960,8503053,6486265,6736901,7235093,6579093,6346325,8542443,9134505,7007397,6445763,6365759,7058783,7231225,6477289,6665720,6627960
2021-11-07T02:40,7388251,7289666,6944696,7126278,7799780,7658782,6963408,6130659,8018454,7095254,7035984,5689886,7522574,6229149,7449498,6148432,7147038,6614656,7426752,8549014,5401100,7567102,7558940,7502589,7480941,6684063,8104101,7626649,7249807,8384165,7508544,5758947,6281760,4864038,6164717
2021-11-07T02:45,7161038,7681425,8230684,6048340,7606066,7404029,7148852,6010749,8706306,7200987,7355642,6684909,5852731,6667106,6878904,7139896,7520953,6821555,6257857,9518403,8118522,6536779,6586107,7175646,7146567,7033157,10268062,6544119,7522186,7401809,7144147,5470642,7100166,8313897,7294642
2021-11-07T02:50,6687577,7451412,7933153,8146262,9145982,8273214,9164952,8643071,6306100,6440047,8970609,7309786,7125326,7847351,8022839,5165704,8244200,7138309,6404938,7020984,5633139,7947898,7319462,7943495,7806778,7318871,7208534,7246854,8166518,6266927,7083862,8404931,7090944,6639093,6339760
2021-11-07T02:55,6207372,8014170,6415752,7647170,6831046,5866744,5976511,8114673,8906621,5946625,9182230,7349886,9290171,8289776,6489634,6730192,5762684,6458198,6597600,8955682,8173891,7238726,7696297,6730160,7706821,7046031,6721368,8694818,8651585,7916812,7247699,7256988,7482163,6237238,7793827
2021-11-07T03:00,7915317,5414546,7806504,7649835,6836411,7624830,9575766,8473152,6358406,6006622,7492909,7441691,6938844,7686875,7543027,6905371,7049278,9320035,8460361,7416953,6473274,8463051,7521560,8061031,6066699,7634953,8038716,6791345,6575341,6875120,7823005,7331464,5989853,7260804,8240808
2021-11-07T03:05,6854936,8301246,6083821,5949806,7225541,6092544,6826644,9064118,6882219,9942922,6067836,6839647,6302797,7296632,7185298,9578213,7934297,8973936,7749847,7038731,5911777,7010131,7439204,8484878,7198937,6478354,6726831,5357622,8610592,7437949,6526938,6676868,6802371,7521774,6767834
2021-11-07T03:10,7573707,7360010,6041753,7518934,9172869,7705337,8184183,9161166,7296434,5809043,8403345,6273539,5925938,6970642,8352856,6459545,7442944,10289790,7139850,8087427,7323466,7796819,7992365,6683178,7521775,7607562,7222700,8303149,6774062,8614608,7321457,7631122,6583089,7889321,8649129
2021-11-07T03:15,6399141,5942446,6636511,8599163,8538345,7014290,6883495,7967816,9076904,7352337,6922804,6812084,7405456,6618474,6893748,7999364,7610581,7232084,7951118,8320702,8125813,9659163,7806696,8975866,9762714,8551469,6946040,9752839,6155844,7735193,7710880,7192386,7056834,7460230,7165135
2021-11-07T03:20,8115887,6919415,6281701,9354339,7689604,6953252,6132147,6184247,8443465,7677863,8935496,7447283,8727795,8035919,8113357,7193867,6063284,7434346,8144366,8054078,7510965,8013044,7833088,7317927,8056330,6660554,7266903,5969469,6645974,5847320,4788056,6150842,6181038,7249719,6531979
2021-11-07T03:25,6426236,5904346,5324968,8157743,8289441,6032673,6663175,7113566,7597364,7502742,8522564,7937579,7728955,7753049,7686477,6226846,6903508,7841475,7668273,6586808,7011949,6985379,7318284,7354663,7377005,6394594,7445306,8217314,9158291,9162648,5939102,8044067,6772311,7817694,7962141
2021-11-07T03:30,8095068,8010002,7870594,7227036,6374304,6493640,7770100,6350483,6237989,7627171,7191796,7265260,8254779,7870626,7689011,8958164,7101815,8859095,7160686,7514095,6228716,6590055,7611634,6811096,8302424,6737971,5922341,6867876,7677348,4788481,8963058,6851368,8082272,7523124,8043790
2021-11-07T03:35,6369820,7864390,6291582,6473326,6964859,7285821,6742215,8069134,8215153,8171029,5499519,7961150,8289816,7450667,6323948,9071109,7411133,8174530,6445303,7997768,8203758,7541670,8291781,5932806,6988924,5680396,7860955,6719618,7728184,8876474,7518433,5767805,7866713,9349238,9221939
2021-11-07T03:40,8266899,7422012,6038811,7152445,7482826,6529333,6508854,9713247,6580274,5996522,7474348,8757215,7124414,6711753,8147808,8731202,6101901,6767631,6949992,7756454,7485861,7212979,4398540,5296157,6067985,7720289,7834608,7514371,5412320,7076474,8045965,6047219,8226989,7742381,6748624
2021-11-07T03:45,7283533,6866041,8611081,6362795,6841076,8895351,7499950,7816547,8321353,8260444,8169000,5800415,8358819,6461768,5886185,7240169,5540407,7045124,6356990,7462368,7614991,7490657,6303395,7271127,6762832,9086200,6276157,6743816,6844646,6392842,6851559,7147213,8165701,7754297,7581147
2021-11-07T03:50,4362858,7069163,6971250,8669648,7520542,8784597,7637856,7514657,7392967,5850390,8210303,6416719,8395278,7062447,5800078,7594654,7571527,9522288,8642904,5747789,6978497,6272648,7077664,5983755,5537093,8384115,7082098,8353863,7894746,7345252,7910481,6935657,8220233,7350777,7772421
2021-11-07T03:55,7709570,6862673,7366755,7448113,8183393,7540656,5919037,6996962,7065610,7961806,7127637,5919034,7164038,6412656,8657093,6051186,8703590,6060237,8355558,7066072,6303022,7550477,3966300,7743264,8170004,6441421,6372088,7477062,6364821,7829813,6985423,6556163,6062571,7323725,7481384
2021-11-07T04:00,5567853,6596369,6626788,7352589,6320462,6185673,6824259,7409684,8152784,7609066,6490066,6359374,8794010,7576969,6903135,5287416,7715903,7387843,6812640,6795213,8176401,8437919,7198905,8255274,7709372,7608094,8882768,9196266,7654123,6205439,6199744,8833253,8121984,6776865,6718968
2021-11-07T04:05,8761248,6349680,7848275,7912320,7908352,6992575,4866150,4979740,8306598,5871314,7709111,7968756,7901377,7336209,7744990,6402828,6095396,7288872,6960703,6403944,6806925,7530684,9428490,7683396,8325863,8762646,6706727,8630938,8339094,7146346,6593525,6912976,6224212,6641455,8641793
2021-11-07T04:10,6245642,6359513,8526086,7932582,5662698,6605508,7493683,8659756,7054610,8092794,8363306,7820405,7528698,7059519,5878606,6502874,9235286,8713381,6547462,7445078,9268564,7795153,9017763,9400411,7654435,10109408,6771077,7178867,6824542,7231739,6962150,7339495,7225791,7649959,7504601
2021-11-07T04:15,7707960,8341365,6336033,10540213,7014073,7455171,9436191,8197951,7064410,4922139,8169221,5901332,5829453,6959268,6624923,5791961,8311554,9676486,9515685,6038312,7507831,6959666,7322949,5330468,7034196,8040732,6183377,6191004,5690432,7917390,6023840,5001680,7311581,8116498,8101333
2021-11-07T04:20,8637332,6809761,7434363,9536230,7753430,7234473,7100476,5376547,7942742,8402712,6930201,9373274,7867852,6408422,8564981,8076660,6814823,6041790,6518587,4807314,8386609,7420510,6869999,8270336,8843135,4853143,7629687,7363615,6513847,6155211,8622487,5987176,6178757,8651212,6621276
2021-11-07T04:25,6810380,7036640,7527031,6664662,7375469,5216282,7839682,8127024,9317307,5551012,7754080,6422550,6096214,7805440,7755006,7845570,6863771,6918460,8847644,6478518,7369791,5646761,7694567,5374796,8279251,5904767,8137344,6976636,5503128,7592010,5297595,7415892,8245874,8748108,8352858
2021-11-07T04:30,6274809,6431765,6565669,8716328,8678424,8547561,6471061,8087333,7422291,9174154,7807578,5508365,5799769,7425524,7602815,7579387,6749004,6941286,8260199,7467852,8978116,5658382,6867868,5435085,6363336,8754584,6181264,7364486,7906789,8995621,6320352,5859960,8264877,7424567,7617190
2021-11-07T04:35,8398974,7480454,7225663,7051483,8204438,9422949,8051071,8395430,7101083,9422920,6596912,5639610,8473004,6042862,4721682,8131553,5455040,6245296,6495581,7503653,6930039,7334367,7080164,8621831,7373097,5922039,7355728,8331103,7667475,8098762,6506217,7403917,6938137,8949043,6635585
2021-11-07T04:40,7762459,5423952,5769530,9655637,5040103,7846440,8834210,7563056,5336736,9000307,7805376,6293264,7499055,6619707,8390107,6094840,7171345,6377312,7846050,7494028,5838576,7964147,6398949,6638489,6914408,8404368,8117383,7415987,5559363,8314649,6591100,8802025,7033940,7010026,9968861
2021-11-07T04:45,6814622,8453500,6786092,6552557,9922607,8410943,7380250,10067104,7679807,6042219,7410748,7850217,6474809,7208917,5559961,7737808,8877609,5657727,5927213,8109809,7130889,6131563,5400894,6570363,8214601,7108103,7124984,6586667,7285451,7839300,9715192,6552617,8044865,7261243,5944534
2021-11-07T04:50,5975947,6550495,6406970,7821774,6732796,6521711,7891501,8523595,7545304,5923993,7527042,6940304,7993604,5976480,8778548,6665831,8062947,7328349,8702645,8669845,6936140,6183708,7341081,7855620,6709827,6158980,6112838,7603575,8753926,7001177,6106134,7389767,7049742,4783731,7620310
2021-11-07T04:55,7804194,8091559,8147152,8875472,6426447,7824965,6471673,7710716,9500044,8153232,7336023,6724971,7405689,6901476,6004854,6429617,7019991,6880424,8281310,7245030,8461498,9521362,6280757,7619064,6491098,7082562,6742570,6618340,8065936,6175616,8756378,7132574,7394648,6988602,7356231
2021-11-07T05:00,7608203,6540648,9006660,7037372,5118763,8612685,7369263,8935164,7185164,8739676,7415904,6307370,8221529,7535271,10021849,6418291,6487309,7418198,7127351,6848440,7380579,9001452,8667223,7295466,6555635,8736477,6600472,6298118,6810650,8485118,7035275,7862854,7377922,7828006,8018891
2021-11-07T05:05,7679408,6342937,9869209,8179486,5848371,6789242,8382378,8627305,7674667,5332799,6121964,6961757,6135919,7452656,7452283,5514360,9172179,6693644,5094585,7123818,6083612,5568458,6854478,6875071,7891628,7794058,6837022,6819990,7547437,7577517,8741868,7007201,6813098,7988937,6085393
2021-11-07T05:10,8306762,8839660,5793161,7016953,7234343,8018142,7452530,6663868,7292064,8435178,6961223,6947319,7296606,6763731,8694367,6835116,7196208,7402574,6122037,5709550,8002552,8022657,7488129,8359036,6138911,6949085,5774379,7165790,8937676,6577518,7964994,8670882,6235769,6724705,8106303
2021-11-07T05:15,6825209,7136493,7412814,7763609,6525917,5948383,7515567,9591923,6766473,10230373,8392453,8077879,6457381,5518874,7339723,5735937,8984703,6621462,7546535,7772770,4894054,7347097,5561718,6331536,6308396,7245990,6149318,8010152,6773659,7471503,7869580,8296825,9028189,7125281,7858266
2021-11-07T05:20,9270384,6493460,8452106,7834810,8514431,7541612,7560943,5811197,8246364,7641161,7800089,9153056,8598179,7195621,7202236,9263876,5608286,5527319,7898951,6809287,7148407,7152002,7215066,7850834,6871260,5832516,8082719,7909208,6832642,8563571,8178853,8384292,7007135,8876864,7941576
2021-11-07T05:25,7622914,8515707,6459914,7989240,8427568,8050506,9435774,7225965,7905739,7194741,9349909,7700346,7952907,6586840,6341135,8688891,6653224,7702632,7656524,7175441,7574273,6343490,7324235,7013498,7175063,7682130,6671713,6830235,8700944,5966152,7137182,7544418,7431081,7504108,8488347
2021-11-07T05:30,8843774,5273103,6095580,9887004,6550646,7093962,9336911,7712342,8563750,7029684,7702088,5579412,8553630,7202899,7906408,6625638,8320049,7853921,6809833,6071275,4939347,6635180,7798572,7627051,7958769,7638847,8013283,8542545,7764374,6906661,7317003,7359823,7420358,8617942,8102080
2021-11-07T05:35,7815969,7502246,7854267,6183748,8799503,7147328,7493435,5817414,5657527,9783409,8402476,7296891,5239884,6066428,7834130,8037280,7226673,8034423,6216243,7261731,6942017,7773273,8974179,9046541,5786633,6615696,6623191,7143519,8631232,7559946,7355151,8275097,6831232,9106648,7628037
2021-11-07T05:40,8020638,8221428,6922958,7900780,9276650,6788161,6842756,8691703,9819439,9556297,6975535,5781931,6499174,7760578,8695059,4840267,8361027,5493302,6254147,7660593,6173985,6134119,6111273,5970314,9035145,7282392,7310250,9313227,8189840,8281557,8513095,7717907,7396712,8407242,7687743
2021-11-07T05:45,6910981,6931222,8465572,5782203,6780999,6982893,7619034,7158947,6134208,7962545,7572346,6169360,5244737,7149174,8106036,7090837,6495485,9472948,8087881,5929729,6441949,9000075,7096458,7785239,7465572,8124306,5516856,5991378,6323563,5759952,6068595,6084124,7483494,6661819,8035352
2021-11-07T05:50,9407737,7419886,7232509,7728134,7618819,6734738,6472362,10038497,7893087,9760171,7320062,5012485,6003292,7431832,6774972,6216875,7048325,6355759,7194470,7852879,8270242,6873815,6145444,6512588,5887864,7429366,7239352,7421215,7397388,7458490,8212937,6505655,5651695,7916271,9140990
2021-11-07T05:55,7664751,4864213,8751042,6203946,6072238,8939173,7474325,6507810,8293091,7204598,6766270,7228428,7252089,7499780,6930637,8433390,8667501,7852977,7709205,6998984,6601882,8305799,7252701,6014503,6928619,7827840,6583280,5670520,8323339,7747947,8107487,7442751,4292095,7203023,7607557
2021-11-07T06:00,6201866,7827777,6579827,8571126,7020201,9158617,9429147,5945935,7109008,7014302,6372126,5458415,5988694,5563097,7403423,8389962,5181142,5978257,6703343,7401081,6122560,6544495,7874096,6619976,8293868,6702753,6256777,5891785,7570617,6843524,7364927,8422426,5600924,6268004,7684580
2021-11-07T06:05,8159024,6331153,6133693,6075049,5057024,7450688,8476866,6638306,7214397,8238401,6151930,7490708,6323149,7240196,6842408,7786556,8139331,7802408,7717567,8425252,7368717,10022537,5891833,7938125,6241800,6055987,7533145,8823767,7182021,8416916,7156697,5125850,7917159,8123960,6927992
2021-11-07T06:10,7856577,7294160,6156002,6829784,7920373,8668513,7240895,7562148,6165585,6938835,8632867,7327840,7201747,8721195,7151517,7606637,4920855,7089260,6416783,8553316,7861770,6947442,7714628,8732625,6385154,8135169,5564192,6477742,9415689,6841330,6764003,6015402,8798836,7803524,7434081
2021-11-07T06:15,7564475,6822656,7113898,7972450,8347353,8240473,7711353,7447403,8967936,7721661,7655017,7738658,8553165,7381171,7006257,7957879,6325699,8483615,7601237,6573377,7660285,6402157,6920255,7526813,7942513,7148554,8008131,5898163,7794755,7734211,6735213,7153178,8684547,7542433,5817353
2021-11-07T06:20,6985209,8522093,7844574,7696655,6722571,7600782,5964890,7451840,8585643,8395922,7580613,6489227,7250769,6609802,7755458,6650369,7132653,7806347,8232179,8278390,6849515,6828934,6875111,7088127,7151417,6854005,9222936,7141553,7437359,9099156,7093555,7614311,7871772,6484188,5792472
2021-11-07T06:25,8915560,8827552,6893441,8184815,6669617,5392925,7949966,9003293,7542858,7890046,5596514,7694345,6397203,7195856,7111998,6549411,7210131,6176046,7537976,8859340,7639684,8181878,7434511,7332960,7757530,7949517,5426394,7262000,8834561,6547549,8389398,7440543,8724508,7247402,6560052
2021-11-07T06:30,6649716,5819228,7209128,7971598,7180173,7239576,7829407,8854029,6260369,5736863,8081720,5132862,6385439,6756274,5588710,7413838,6234563,5942272,8911284,9177279,7106911,5144051,6794566,6516033,8120289,7607883,5910821,6332067,7454812,8461907,5159323,8212218,9419948,9113422,6907972
2021-11-07T06:35,7939992,6816291,7359789,5903226,8408474,5925754,6687205,7774168,8495973,7240341,7846571,7719906,8226253,6190417,6579327,5269586,7426839,7584631,7346350,8895003,5947288,7685235,7342321,7746079,7164404,6023745,7398944,7957861,6189221,5565155,8527980,7888249,6320142,6738406,7941485
2021-11-07T06:40,9239811,6662729,6608867,7087589,7732004,6757204,6898904,7350132,7847458,7450621,6812317,5601076,7554781,5902640,8011519,6512940,7106794,8750702,5043923,7943694,8620473,8118833,7892277,6317245,8452446,8212152,7323096,6558435,9571647,8823430,6375330,6218778,6859102,7358925,6662602
2021-11-07T06:45,5797124,6532447,6275154,7426331,7159287,8195124,7902226,8891525,6922667,6810614,8307156,7867702,8097350,4958181,7471106,5787662,8140549,6831135,7323188,5774044,7456394,7954913,8388108,6804785,5871841,6299250,8184173,7188965,9233791,10040218,7566481,6717839,8977865,7543084,11172600
2021-11-07T06:50,10056901,7186829,8583003,8818765,8672877,8920332,7297498,7349988,6498051,9137187,8202259,7955408,7556967,6194063,8407699,6793336,7187801,5201649,7949348,7075391,7005758,7347571,6750001,6187132,8338439,6436710,7269503,7967311,5574205,7279673,9491634,7108240,9729018,6996155,7724957
2021-11-07T06:55,6864181,10476597,9091312,6126482,9383431,8451343,7522044,8015159,8366421,6259153,5567422,7272454,8566643,5914103,7057200,7775028,7117999,7409956,7257350,5395692,6620630,7448755,8064720,5364160,7390197,8376629,6863019,6056948,9515137,8141641,6962271,8220798,6692872,5684983,6674045
2021-11-07T07:00,8022419,8271458,6910330,7583046,7623762,7773257,6221961,7486026,9077898,8384585,7243793,8571556,7623372,10082661,6234667,8301024,8468149,7089600,5821921,7368416,8202443,7096310,6956882,5572570,6702202,7029603,6798276,6903226,7790235,6424599,10689909,6081636,6394343,8432042,6212736
2021-11-07T07:05,5819353,8934290,6379191,7150564,9125753,7135599,6377299,6751550,7010142,7510301,7437337,7774761,6635584,7287156,6829699,8422307,7878643,8779032,6655879,7295956,7193892,6595212,6221859,7639612,6705191,7526969,10015940,7651948,6951231,7553839,7398276,7387592,9153370,7445573,8114676
2021-11-07T07:10,7312823,9207582,7640621,8511612,6471395,7676674,7508070,6705837,8093685,6978660,7495916,6049087,8096627,5684339,6899690,8357834,6948215,6462789,6632599,5911015,7748747,5850301,7904270,7672850,8615146,6531915,6804572,6912082,6138858,5536238,8255438,9006919,7085431,6226103,7272232
2021-11-07T07:15,6891417,6455598,8419013,6333134,7679332,7101314,6561037,6653866,7164593,7144158,5704351,10061550,5315086,9173788,6884601,6902247,8189559,5820062,7615776,8254002,6493217,8023213,6986261,8251494,6381626,6755781,7478197,6175228,8170854,7077398,7601076,6437673,6194779,7257168,6615924
2021-11-07T07:20,8308807,7873657,7866690,7037949,8291167,6228812,5971704,7979078,7635645,6950150,8132843,5805589,6695951,8303296,6542780,6381264,7626809,5571478,8607034,8124383,8939690,6187601,6974630,9107905,7089084,4435279,8588458,9691274,4909308,7313246,7402284,7989310,7102439,6389878,7671030
2021-11-07T07:25,6251355,7975478,6159370,8482154,6299277,7432855,6982728,6150938,7733399,7030884,9468014,9663711,5905732,6891882,7232854,7986025,6589391,5819420,7457946,7273473,7835738,7701170,6879396,7913208,6379766,5336962,8553910,8246985,8343078,5795580,9348972,7236162,8059980,7698777,6002662
2021-11-07T07:30,7628389,6291943,8175767,7444654,7535385,7417318,7881051,7601555,5393530,9207964,7430627,7493055,7227354,7941633,8976734,9225164,5323483,7541321,7424934,8092013,6741187,7559909,7900254,7439335,6767712,8041076,9074132,6856750,7163278,6940060,7105872,6476153,7725201,8445429,5704932
2021-11-07T07:35,7001230,7646056,8283340,8641639,6540450,7293453,7607290,7441253,7135913,6858721,7131434,7953621,7619366,5366661,6637746,8603880,6492000,6356455,8141673,8393040,5798255,6281306,7899626,6329677,8328934,8303864,8336860,6178405,6886199,6834803,9477133,6757663,5529038,6768159,7458728
2021-11-07T07:40,8309499,7299510,7529238,7690388,7343416,7170361,7939536,6868510,7386037,7350961,6623283,7573524,9017875,7075688,8193603,10255259,7940560,6600964,8223040,8811997,9167643,7831986,5911592,7138889,4882012,8004024,7161737,6949261,7442211,5793913,7458565,6866693,6632585,6991364,6726185
2021-11-07T07:45,7552859,8803614,9628027,4664356,6267036,7475135,8002497,8327522,7413079,8355526,6682759,7062003,7819187,9263414,8392810,7746836,6482219,7937152,5766973,7495281,7682782,8301512,7583965,6307553,8747370,6709631,8374755,7032541,7024842,8086661,8754376,7424532,6883221,8423499,8119139
2021-11-07T07:50,7268051,8388408,6019452,5661617,6437159,6848354,6541664,7913744,7673759,6499612,7852965,8605696,9708252,8258819,7523202,7990398,7567199,7506499,8219530,6790146,6655543,9930167,5967546,9398478,6287049,6783344,5930260,9050143,8888628,6573871,6724187,5520534,6448794,6075940,6475318
2021-11-07T07:55,8216097,7788798,7852764,5987604,5961767,7895477,8220165,4533688,6768923,8599611,6846626,7627524,6697838,5339859,8682888,6854893,7185644,7034271,7294654,6024798,8937764,6317214,6114674,7507134,5948769,8906578,7105711,7860316,8104124,8626047,7866395,5789892,7914343,7721843,8237028
2021-11-07T08:00,7643166,6390474,7223884,7553255,6517012,8375341,6896600,7767995,8367660,7033171,9691349,7233196,7767199,5639950,6658122,8539873,8117186,6886744,8574091,8488664,6618290,7999755,7291949,6978662,7653115,7837023,6376461,6971311,7303633,7354452,8288737,9203450,7955201,7077656,6084253
2021-11-07T08:05,6926208,7676829,8056938,7634092,8513344,6817184,6699825,6474732,6597634,5389430,7562426,6864975,7114547,7388885,7492476,5537270,8123953,8072897,7838859,6876358,6247851,4105599,5989976,7239698,7404133,5838560,8218283,7674259,8515136,7905030,8159013,8460269,7338165,8017274,8135862
2021-11-07T08:10,7219107,5600126,6012763,8817064,7580429,5619943,9236847,7013715,6055413,7542052,7967820,8347964,9233109,9348259,7395879,6568922,8200383,9537203,6597456,8301548,7901279,6943849,7346167,7653673,7918041,7286783,6041547,5634987,6396746,7976647,8169931,8278673,6619397,7012599,7506718
2021-11-07T08:15,8270113,8683323,8638858,4547843,7966660,7287031,6387266,7112115,6663403,7352155,7573428,5885465,5930778,8100140,7864480,7488316,8352845,6979212,7640746,7205982,7132637,7048976,6087776,8123627,6310174,7583713,5617643,7547640,7728781,5625464,7105645,7003109,6132156,8580288,6997945
2021-11-07T08:20,5923524,8931016,7346825,6977702,7360474,7392429,8750525,8913395,8477510,7007778,7697030,6755469,8535178,7144815,6590466,8239799,7783482,7261355,6760542,6952521,7196282,6908637,6878523,8200692,6009982,8645340,7546231,8123946,7012841,8661070,7290873,7899403,8884754,8237007,8299514
2021-11-07T08:25,8046024,7967120,7514201,7744189,8910823,8672601,5881481,6132284,6937714,7286412,8697333,5544945,7139745,7040219,6311176,6803347,8016536,7741300,9448958,8181248,7653227,7493757,7600566,7654641,6096896,6684287,6333099,7737866,9417551,7412743,7311562,7672724,7904636,6743854,6859060
2021-11-07T08:30,7430938,6431404,6801429,7739302,5269795,6352465,9611478,7065619,6157970,8252622,6485327,8009586,7088913,7574982,7466433,6336418,7801702,7191430,6302592,6314966,8168412,6768908,8177380,7969427,6681448,8770734,7697374,7640952,8076985,8450507,7875750,8366675,7486791,6295576,9188690
2021-11-07T08:35,6992301,7038507,6857335,5226264,7520028,4804153,6690387,6978325,6511519,8410872,8618499,6511101,7523796,8371775,6195331,6839905,6055173,6675067,8615676,9005095,7593171,6356845,7988519,6037497,6951669,7406437,6320014,7541893,5244150,7901351,8963269,7060386,6675084,6269871,6314104
2021-11-07T08:40,5859062,9680062,6635956,5121913,6237246,6991197,7434384,8107754,7047008,5424100,6556692,8659817,5788690,6974456,7989869,7150865,7342251,6984425,6554548,7958263,8217548,6921614,7399311,7515797,8661534,5979465,7626929,7071337,8723279,6381082,8224740,6818681,5983234,8600595,5282803
2021-11-07T08:45,7021492,6901446,9623944,6362734,7404032,5295309,7971861,5558594,6624308,5676157,6996005,6041555,7756020,9679495,7131345,6330854,7319354,8258641,6091986,7329935,6778873,6811238,8376263,7138473,7601545,6578759,7483605,7157572,8375130,7679826,9101618,7070074,8345570,7672670,9148080
